director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Antonia Bird,136,101,61,729,Jeremy Davies,3000,2060953,Neal McDonough,Ravenous ,31248,5618,Jeffrey Jones,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,318,English,Czech Republic,R,12000000,1999,783,7,0
Peter Care,78,104,0,79,Michael Harding,1000,1779284,Kieran Culkin,The Dangerous Lives of Altar Boys ,12230,1327,Jake Richardson,http://www.imdb.com/title/tt0238924/?ref_=fn_tt_tt_1,122,English,USA,R,12000000,2002,167,7.1,694
Chan-wook Park,474,99,0,102,Jacki Weaver,524,1702277,Harmony Korine,Stoker ,88481,1086,Phyllis Somerville,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,242,English,UK,R,12000000,2013,406,6.8,28000
Ira Sachs,119,91,65,18,Erin Boyes,60,1506998,David Richmond-Peck,Married Life ,8210,145,Timothy Webber,http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1,51,English,USA,PG-13,12000000,2007,47,6.3,326
Jonathan Hensleigh,80,106,39,696,Laura Ramsey,2000,1187711,Linda Cardellini,Kill the Irishman ,36824,6041,Robert Davi,http://www.imdb.com/title/tt1416801/?ref_=fn_tt_tt_1,65,English,USA,R,12000000,2011,956,7.1,13000
Carroll Ballard,37,100,19,389,Hope Davis,721,860002,Eamonn Walker,Duma ,6657,1595,Campbell Scott,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,43,English,USA,PG,12000000,2005,447,7.3,0
Kar-Wai Wong,187,129,0,590,Tony Chiu-Wai Leung,889,261481,Li Gong,2046 ,43047,2548,Maggie Cheung,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,210,Cantonese,Hong Kong,R,12000000,2004,771,7.5,0
Lawrence Kasdan,56,103,774,850,Dianne Wiest,2000,793352,Diane Keaton,Darling Companion ,2669,5982,Mark Duplass,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,25,English,USA,PG-13,,2012,997,5.1,0
Neil Jordan,121,111,282,289,Stephen Rea,861,548934,Tony Curran,Ondine ,17577,1579,Alicja Bachleda,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,59,English,Ireland,PG-13,12000000,2009,329,6.8,0
Takeshi Kitano,75,114,0,411,Tatyana Ali,877,447750,Omar Epps,Brother ,19187,2172,James Shigeta,http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1,135,English,USA,R,10000000,2000,704,7.2,0
Vadim Perelman,76,90,25,359,Lynn Cohen,803,303439,Eva Amurri Martino,The Life Before Her Eyes ,12398,2102,Brett Cullen,http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1,78,English,USA,R,8000000,2007,473,6.4,1000
Anthony Russo,71,86,97,182,Isaiah Washington,707,333976,Michael Jeter,Welcome to Collinwood ,12803,1421,Andy Davoli,http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1,90,English,USA,R,12000000,2002,532,6.4,425
Marco Kreuzpaintner,71,120,8,289,Kate del Castillo,670,214202,Zack Ward,Trade ,15237,1998,Alicja Bachleda,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,97,English,Germany,R,12000000,2007,351,7.4,0
Yimou Zhang,99,95,639,3,Ni Yan,10,190666,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",2511,19,Dahong Ni,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,20,Mandarin,China,R,,2009,4,5.7,793
Sidney Lumet,25,107,0,966,Helen Mirren,3000,141853,James Spader,Critical Care ,1477,9220,Kyra Sedgwick,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1,12,English,Australia,R,12000000,1997,3000,6,106
Lajos Koltai,73,134,48,0,Péter Fancsikai,9,195888,Marcell Nagy,Fateless ,5790,11,Bálint Péntek,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,46,Hungarian,Hungary,R,2500000000,2005,2,7,667
Alan Rudolph,42,110,20,877,Albert Finney,13000,175370,Bruce Willis,Breakfast of Champions ,7011,17469,Omar Epps,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,136,English,USA,R,12000000,1999,882,4.6,464
Chuan Lu,149,132,14,3,Yuanyuan Gao,51,119922,Ye Liu,City of Life and Death ,8724,92,Ryu Kohata,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,62,Mandarin,China,R,12000000,2009,34,7.7,0
Vincenzo Natali,82,95,168,286,Jeremy Northam,688,,David Hewlett,Cypher ,27619,1519,Kari Matchett,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,124,English,USA,R,7500000,2002,335,6.8,0
Stephen Daldry,103,114,338,14,Selton Mello,675,10230,Wagner Moura,Trash ,16070,765,Daniel Zettel,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,26,Portuguese,UK,R,,2014,69,7.2,7000
Timothy Hines,1,111,0,135,Alexandra Callas,470,14616,Kelly LeBrock,10 Days in a Madhouse ,408,1235,Julia Chantrey,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,13,English,USA,R,12000000,2015,397,6.6,26000
Renny Harlin,76,113,225,18,Kenneth Cranham,586,17149,Richard Coyle,5 Days of War ,12383,731,Ana Imnadze,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,62,English,Georgia,R,20000000,2011,115,5.6,0
Lijun Sun,4,89,0,187,Tom Arnold,970,,Jon Heder,Legend of Kung Fu Rabbit ,431,1881,Rebecca Black,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,15,Mandarin,China,PG,,2011,643,3.2,214
Vladimir Khotinenko,3,143,2,10,Mikhail Porechenkov,40,,Michal Zebrowski,1612: Khroniki smutnogo vremeni ,1849,105,Artur Smolyaninov,http://www.imdb.com/title/tt1139085/?ref_=fn_tt_tt_1,20,Russian,Russia,,12000000,2007,20,5.7,219
Takashi Yamazaki,44,138,7,18,Meisa Kuroki,87,,Takuya Kimura,Space Battleship Yamato ,5088,170,Hiroyuki Ikeuchi,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,50,Japanese,Japan,TV-14,12000000,2010,34,6.1,0
Christopher Smith,159,99,83,43,Michael Dorman,181,,Rachael Carpani,Triangle ,71371,434,Emma Lung,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,306,English,UK,R,12000000,2009,168,6.9,14000
Tim Johnson,169,94,13,183,Matt Jones,17000,177343675,Jim Parsons,Home ,76692,17909,April Winchell,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,219,English,USA,PG,135000000,2015,542,6.7,27000
Brian Trenchard-Smith,31,92,54,32,Damien Garvey,85,,Zoe Ventoura,Drive Hard ,3342,181,Christopher Sommers,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,35,English,Canada,Not Rated,12000000,2014,37,4.3,801
Jocelyn Moorhouse,133,119,26,223,Judy Davis,14000,2021399,Kate Winslet,The Dressmaker ,32048,14853,Caroline Goodall,http://www.imdb.com/title/tt2910904/?ref_=fn_tt_tt_1,98,English,Australia,R,17000000,2015,239,7.1,20000
Mabel Cheung,6,130,4,2,Ching Wan Lau,225,,Wei Tang,A Tale of Three Cities ,152,256,Hailu Qin,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,6,Chinese,China,,12000000,2015,29,6.1,8
Mary Lambert,103,103,60,448,Fred Gwynne,989,57469179,Miko Hughes,Pet Sematary ,67335,3210,Denise Crosby,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,256,English,USA,R,11500000,1989,898,6.6,0
Guy Ritchie,152,104,0,578,Brad Pitt,26000,30093107,Jason Statham,Snatch ,634751,39240,Ewen Bremner,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,738,English,UK,R,6000000,2000,12000,8.3,29000
Akira Kurosawa,25,134,0,4,Tetsu Watanabe,15,48856,Tatsuo Matsumura,Maadadayo ,3972,30,Akira Terao,http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1,41,Japanese,Japan,,11900000,1993,6,7.4,367
Dan Mazer,169,109,13,430,Zoey Deutch,22000,35537564,Robert De Niro,Dirty Grandpa ,72897,24149,Jason Mantzoukas,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,205,English,USA,R,27500000,2016,895,6,12000
Jamie Thraves,34,100,2,396,Caroline Dhavernas,692,,Paddy Considine,The Cry of the Owl ,3953,1830,Charlotte Sullivan,http://www.imdb.com/title/tt1034302/?ref_=fn_tt_tt_1,29,English,UK,R,11500000,2009,566,6,452
Oliver Parker,56,100,34,635,Rupert Everett,781,,Lily Cole,St. Trinian's ,18872,3254,Tamsin Egerton,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,101,English,UK,PG-13,13500000,2007,735,5.8,0
George Lucas,296,125,0,424,Anthony Daniels,11000,460935665,Harrison Ford,Star Wars: Episode IV - A New Hope ,970445,12097,David Prowse,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,1510,English,USA,PG,11000000,1977,474,8.7,36000
Joe Dante,190,106,446,236,Harry Carey Jr.,775,148170000,Phoebe Cates,Gremlins ,152107,2095,Zach Galligan,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,256,English,USA,PG,11000000,1984,279,7.2,17000
David Lean,90,200,845,388,Klaus Kinski,609,111722000,Julie Christie,Doctor Zhivago ,57985,2033,Geraldine Chaplin,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,260,English,USA,Approved,11000000,1965,408,8,0
David O. Russell,411,116,756,141,Jack McGee,23000,93571803,Christian Bale,The Fighter ,288482,23820,Melissa McMeekin,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,394,English,USA,R,25000000,2010,245,7.8,36000
Kenny Ortega,127,112,199,630,Matt Prokop,752,90556401,Lucas Grabeel,High School Musical 3: Senior Year ,46011,3510,Corbin Bleu,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,173,English,USA,G,11000000,2008,727,4.5,0
Jeff Tremaine,104,92,81,217,Steve-O,598,72755517,Bam Margera,Jackass Number Two ,58219,1822,Chris Pontius,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,195,English,USA,R,,2006,354,7.1,644
Jonathan Lynn,46,120,39,634,Bruce McGill,898,52929168,Fred Gwynne,My Cousin Vinny ,86070,3457,Lane Smith,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,208,English,USA,R,11000000,1992,781,7.5,0
R.J. Cutler,141,107,15,608,Mireille Enos,17000,50461335,Chloë Grace Moretz,If I Stay ,91214,20521,Stacy Keach,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,138,English,USA,PG-13,11000000,2014,1000,6.8,15000
David S. Ward,56,107,43,843,Tom Berenger,1000,49797148,Corbin Bernsen,Major League ,50990,3527,Rene Russo,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,99,English,USA,R,11000000,1989,868,7.2,0
Joel Schumacher,217,81,556,466,Radha Mitchell,2000,46563158,Katie Holmes,Phone Booth ,216887,4678,John Enos III,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,635,English,USA,R,13000000,2002,1000,7.1,0
Adam Shankman,79,101,163,492,Peter Coyote,712,41227069,Lauren German,A Walk to Remember ,170365,2627,Paz de la Huerta,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,971,English,USA,PG,11000000,2002,610,7.4,19000
Tim Robbins,76,122,0,202,Celia Weston,286,39025000,Lois Smith,Dead Man Walking ,75708,945,Robert Prosky,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,194,English,UK,R,11000000,1995,273,7.6,0
John Crowley,368,117,35,56,Fiona Glascott,849,38317535,Julie Walters,Brooklyn ,93472,1025,Eva Birthistle,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,246,English,UK,PG-13,11000000,2015,65,7.5,42000
Roger Kumble,102,97,17,639,Sean Patrick Thomas,4000,38201895,Sarah Michelle Gellar,Cruel Intentions ,154082,6314,Eric Mabius,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,752,English,USA,R,10500000,1999,666,6.8,0
Gina Prince-Bythewood,106,110,111,588,Nate Parker,2000,37766350,Queen Latifah,The Secret Life of Bees ,20413,5579,Alicia Keys,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,57,English,USA,PG-13,11000000,2008,790,7.3,0
Mel Brooks,46,92,0,858,Sid Caesar,1000,,Madeline Kahn,History of the World: Part I ,38371,4088,Dom DeLuise,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,134,English,USA,R,11000000,1981,905,6.9,0
Simon Curtis,208,109,66,2000,Helen Mirren,16000,33305037,Ryan Reynolds,Woman in Gold ,39000,24894,Charles Dance,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,158,English,UK,PG-13,11000000,2015,3000,7.3,39000
Rob Pritts,61,86,5,591,Vinessa Shaw,696,23978402,Michael Massee,Corky Romano ,11168,4420,Vincent Pastore,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,101,English,USA,PG-13,11000000,2001,593,4.6,370
Kevin Greutert,158,92,53,649,George Newbern,728,27669413,Costas Mandylor,Saw VI ,80317,3156,Shawnee Smith,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,194,English,Canada,R,11000000,2009,658,6,0
Norman Jewison,19,145,282,285,Peter Boyle,13000,,Sylvester Stallone,F.I.S.T. ,5805,14816,Rod Steiger,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,35,English,USA,PG,11000000,1978,631,6.4,764
Brian De Palma,58,91,0,347,Steven Bauer,2000,21370057,John Lithgow,Raising Cain ,10639,3903,Gabrielle Carteris,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,84,English,USA,R,12000000,1992,649,6,649
Stanley Kubrick,131,184,0,119,Steven Berkoff,391,,Ryan O'Neal,Barry Lyndon ,108449,1141,Hardy Krüger,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,380,English,UK,PG,11000000,1975,297,8.1,0
Dustin Hoffman,175,94,0,159,Andrew Sachs,360,18381787,Luke Newberry,Quartet ,16430,1268,Sheridan Smith,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,126,English,UK,PG-13,11000000,2012,181,6.8,14000
Brendan Malloy,36,89,2,670,Jason London,811,13903262,Lee Majors,Out Cold ,14962,3884,Thomas Lennon,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,90,English,USA,PG-13,24000000,2001,712,6.3,0
Gregory Poirier,74,95,5,559,Jake Busey,1000,13558739,Shannon Elizabeth,Tomcats ,15741,2873,David Ogden Stiers,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,122,English,USA,R,11000000,2001,681,5.3,452
Reginald Hudlin,58,84,75,573,John Witherspoon,8000,13592872,Will Ferrell,The Ladies Man ,11054,11121,Tim Meadows,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,79,English,USA,R,24000000,2000,755,5.1,697
Ethan Coen,541,104,1000,273,Max Casella,280,13214255,Ethan Phillips,Inside Llewyn Davis ,104837,1113,Alex Karpovsky,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,327,English,USA,R,11000000,2013,279,7.4,26000
Sam Raimi,226,88,0,804,Patricia Tallman,927,11501093,Bridget Fonda,Army of Darkness ,135725,4022,Embeth Davidtz,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,613,English,USA,R,11000000,1992,911,7.6,11000
Bill Paxton,166,100,13000,476,Matthew McConaughey,13000,13103828,Bill Paxton,Frailty ,63599,26280,Powers Boothe,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,471,English,USA,R,11000000,2001,12000,7.3,8000
Lasse Hallström,79,118,542,492,Leonardo DiCaprio,40000,9170214,Johnny Depp,What's Eating Gilbert Grape ,179246,69788,Kevin Tighe,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,295,English,USA,PG-13,11000000,1993,29000,7.8,15000
Bill Condon,191,118,437,2000,Laura Linney,14000,10214647,Liam Neeson,Kinsey ,43518,20621,John Lithgow,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,205,English,USA,R,11000000,2004,2000,7.1,0
Dewey Nicks,65,86,4,440,Gedde Watanabe,962,4814244,Jaime King,Slackers ,12692,2475,Jim Rash,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,107,English,Canada,R,11000000,2002,482,5.3,412
Mike Leigh,169,125,621,598,Sally Hawkins,1000,3753806,Eddie Marsan,Vera Drake ,20890,3237,Imelda Staunton,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,167,English,UK,R,11000000,2004,609,7.7,0
Philip Saville,24,125,10,109,Alan Van Sprang,864,4068087,Henry Ian Cusick,The Visual Bible: The Gospel of John ,2261,1341,Scott Handy,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,75,English,Canada,PG-13,17000000,2003,150,7.7,0
Mira Nair,15,113,314,788,Chazz Palminteri,1000,2832826,Anjelica Huston,The Perez Family ,1812,3135,Vincent Gallo,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,20,English,USA,R,11000000,1995,992,6.1,179
Daisy von Scherler Mayer,70,94,18,184,Dash Mihok,675,3034181,Michael McKean,The Guru ,13811,1649,Jimi Mistry,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,128,English,UK,R,11000000,2002,484,5.4,561
Martin Ritt,12,124,69,107,Anthony Zerbe,346,,Frank Finlay,The Molly Maguires ,2713,838,Samantha Eggar,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,35,English,USA,PG,11000000,1970,277,6.9,638
William A. Graham,13,102,9,40,Wayne Pygram,14000,2807854,Milla Jovovich,Return to the Blue Lagoon ,14831,14285,Lisa Pelikan,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,40,English,USA,PG-13,11000000,1991,169,5.1,980
Agnieszka Holland,77,104,244,22,David Kennedy,60,352786,Phyllida Law,Copying Beethoven ,11460,149,Angus Barnett,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,88,English,USA,PG-13,11000000,2006,33,6.8,0
John Turturro,87,105,0,8000,Steve Buscemi,14000,540085,Kate Winslet,Romance & Cigarettes ,10307,36035,James Gandolfini,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,70,English,USA,R,,2005,12000,6.3,0
Rowan Joffe,135,111,17,654,Sam Riley,3000,,Helen Mirren,Brighton Rock ,5208,6182,Sean Harris,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,60,English,UK,R,12000000,2010,844,5.8,0
Eric Lartigau,95,106,7,24,Eric Elmosnino,73,,Karin Viard,La Famille Bélier ,17763,182,François Damiens,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,29,French,France,,11000000,2014,29,7.3,0
Lisa Azuelos,53,97,15,19,Lina Esco,162,,Nora Dunn,LOL ,46903,273,Alix Freihage,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,111,English,USA,PG-13,11000000,2012,83,4.3,18000
Shintaro Shimosawa,42,106,29,611,Anthony Hopkins,15000,,Al Pacino,Misconduct ,9987,28714,Glen Powell,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,61,English,USA,R,11000000,2016,12000,5.3,0
David Hackl,158,95,42,309,Scott Patterson,728,56729973,Costas Mandylor,Saw V ,92866,2321,Betsy Russell,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,266,English,USA,R,10800000,2008,365,5.8,0
Giuliano Montaldo,26,96,6,215,Gena Rowlands,1000,,John Cassavetes,Machine Gun McCain ,661,1933,Britt Ekland,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,12,English,Italy,GP,,1969,547,6.2,91
Karan Johar,20,193,159,560,Preity Zinta,1000,3275443,John Abraham,Kabhi Alvida Naa Kehna ,14896,2820,Arjun Rampal,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264,Hindi,India,R,700000000,2006,864,6.1,667
Ray Lawrence,76,118,10,71,John Howard,2000,399879,Laura Linney,Jindabyne ,5888,2379,Deborra-Lee Furness,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115,English,Australia,R,15000000,2006,171,6.3,307
Tobe Hooper,225,120,377,755,Zelda Rubinstein,971,76600000,Heather O'Rourke,Poltergeist ,111978,4064,Craig T. Nelson,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,329,English,USA,PG,10700000,1982,788,7.4,12000
Oliver Parker,104,97,34,735,Peter Vaughan,923,18535191,Minnie Driver,An Ideal Husband ,13345,3259,Rupert Everett,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,133,English,UK,PG-13,14000000,1999,832,6.9,659
Ruairi Robinson,124,98,7,519,Olivia Williams,803,23838,Romola Garai,The Last Days on Mars ,30198,2294,Tom Cullen,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,168,English,UK,R,7000000,2013,773,5.5,0
Jaume Balagueró,108,103,62,132,Giancarlo Giannini,553,22160085,Lena Olin,Darkness ,17108,1251,Francesc Pagès,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,350,English,USA,PG-13,10600000,2002,457,5.4,0
Steven Spielberg,221,120,14000,610,Dee Wallace,889,434949459,Henry Thomas,E.T. the Extra-Terrestrial ,296854,3101,Peter Coyote,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,521,English,USA,PG,10500000,1982,870,7.9,36000
Stanley Kubrick,243,161,0,73,Gary Lockwood,288,56715371,Keir Dullea,2001: A Space Odyssey ,455995,768,Glenn Beck,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1776,English,UK,G,12000000,1968,134,8.3,26000
Jon Kasdan,81,97,24,513,Elena Anaya,17000,11043445,Kristen Stewart,In the Land of Women ,28379,20371,Dustin Milligan,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,76,English,USA,PG-13,10000000,2007,1000,6.5,1000
Floyd Mutrux,5,99,11,333,Kelli Williams,702,125169,Ricky Schroder,There Goes My Baby ,884,2395,Seymour Cassel,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,32,English,USA,R,10500000,1994,476,6.4,124
Léa Pool,17,97,5,200,Marc Donato,908,,William Hurt,The Blue Butterfly ,1367,1590,Raoul Max Trujillo,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,28,English,Canada,PG,12500000,2004,450,6.3,405
Panik Qulture,,11,0,0,Mies Van der Pute,0,,Fassbimbo,Le fabuleux destin d'Amélie Putain ,23,0,Marcella Moustache,http://www.imdb.com/title/tt0855803/?ref_=fn_tt_tt_1,,French,France,,,2006,0,7.1,22
,5,24,,53,Johnny Flynn,399,,Antonia Thomas,Lovesick             ,6049,605,Hannah Britland,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,24,English,UK,,,,107,8.1,0
Christopher Cain,45,111,59,260,Taylor Handley,484,1066555,Jon Gries,September Dawn ,2664,1543,Trent Ford,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,111,,USA,R,11000000,2007,363,5.8,419
Sajid Khan,10,144,0,120,Boman Irani,560,1165104,Arjun Rampal,Housefull ,9563,1139,Riteish Deshmukh,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,44,Hindi,India,,,2010,163,5.4,248
Gus Van Sant,159,126,834,923,Matt Damon,49000,138339411,Robin Williams,Good Will Hunting ,649087,64825,Minnie Driver,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,703,English,USA,R,10000000,1997,14000,8.3,32000
Takashi Shimizu,203,98,71,662,Clea DuVall,4000,110175871,Sarah Michelle Gellar,The Grudge ,119990,7535,Ted Raimi,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,912,English,USA,PG-13,10000000,2004,1000,5.9,0
Fede Alvarez,363,88,220,10,Sergej Onopko,113,89210468,Daniel Zovatto,Don't Breathe ,114108,152,Emma Bercovici,http://www.imdb.com/title/tt4160708/?ref_=fn_tt_tt_1,369,English,USA,R,9900000,2016,15,7.2,28000
James DeMonaco,261,109,65,458,Mykelti Williamson,821,79003080,Frank Grillo,The Purge: Election Year ,52249,2997,J.J. Soria,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,168,English,USA,R,10000000,2016,601,6,11000
Ivan Reitman,54,117,488,908,Harold Ramis,13000,85300000,Bill Murray,Stripes ,51055,27474,Judge Reinhold,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,141,English,USA,R,10000000,1981,11000,6.9,0
Darren Lynn Bousman,209,121,182,484,Shawnee Smith,728,80150343,Costas Mandylor,Saw III ,148207,3220,Leigh Whannell,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,620,English,USA,R,10000000,2006,649,6.2,0
Robert Iscove,94,95,7,1000,Clea DuVall,23000,63319509,Paul Walker,She's All That ,69969,28829,Kieran Culkin,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,391,English,USA,PG-13,10000000,1999,1000,5.8,0
Peyton Reed,138,98,237,232,Lindsay Sloane,4000,68353550,Kirsten Dunst,Bring It On ,72831,5285,Clare Kramer,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,383,English,USA,PG-13,11000000,2000,466,5.9,3000
Tyler Perry,45,107,0,622,Blair Underwood,951,63231524,Cicely Tyson,Madea's Family Reunion ,9236,4435,Rochelle Aytes,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,139,English,USA,PG-13,6000000,2006,717,5.1,677
Darren Lynn Bousman,192,96,182,455,Shawnee Smith,728,63270259,Costas Mandylor,Saw IV ,115967,3535,Angus Macfadyen,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,323,English,USA,R,10000000,2007,649,5.9,0
Geoffrey Sax,170,101,13,384,Keegan Connor Tracy,495,55865715,Deborah Kara Unger,White Noise ,42857,2070,Mike Dopud,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,English,UK,PG-13,10000000,2005,401,5.5,0
Martin Scorsese,61,119,17000,650,Bill Cobbs,11000,52293982,Tom Cruise,The Color of Money ,60743,12941,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115,English,USA,R,13800000,1986,1000,7,0
Stephen Herek,24,100,82,594,Shaun Weiss,634,50752337,Lane Smith,The Mighty Ducks ,46670,3436,Elden Henson,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,48,English,USA,PG,10000000,1992,616,6.4,0
Lee Daniels,322,110,322,759,Gabourey Sidibe,989,47536959,Mo'Nique,Precious ,91053,3380,Mariah Carey,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,280,English,USA,R,10000000,2009,913,7.3,12000
John Madden,263,124,123,216,Penelope Wilton,1000,46377022,Tom Wilkinson,The Best Exotic Marigold Hotel ,78402,1940,Celia Imrie,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,266,English,UK,PG-13,10000000,2011,403,7.3,49000
